Unnamed: 0,Unnamed: 1,INKAR 2022 – Indikatorenübersicht:   Raumbeobachtung Deutschland,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
1210,15034,Arbeitslose mit Anforderungsniveau Fachkraft,Anteil Arbeitslose Anforderungsniveau Fachkraft an den Arbeitslosen in %,Arbeitslose Anforderungsniveau Fachkraft <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Fachkraft gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Fachkräfte führen fachlich ausgerichtete Tätigkeiten aus. Sie besitzen fundierte Fachkenntnisse und Fertigkeiten!. Voraussetzung sind ein Abschluss einer mindestens zweijährigen Berufsausbildung oder vergleichbare Qualifikationen. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Fachkräfte, Experten und Spezialisten haben ein geringes Risiko, den Arbeitsplatz zu verlieren und kurzfristig kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,x,,2010-2020
1211,15035,Arbeitslose mit Anforderungsniveau Helfer,Anteil Arbeitslose Anforderungsniveau Helfer an den Arbeitslosen in %,Arbeitslose Anforderungsniveau Helfer <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Helfer gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Helfer führen Helfer- und Anlerntätigkeiten aus, wozu einfache, wenig komplexe (Routine-)Tätigkeiten zählen. Hierfür ist kein formaler beruflicher Bildungsabschluss notwendig oder eine einjährige (geregelte) Berufsausbildung nachzuweisen. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Helfer haben, da häufig ohne Berufsabschluss, ein hohes Risiko, den Arbeitsplatz zu verlieren und langfristig auch kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,x,,2010-2020
1212,16266,Offene Stellen mit Anforderungsniveau Experte,Anteil der offenen Stellen mit Anforderungsniveau Experte an den offenen Stellen in % ,Offene Stellen Anforderungsniveau Experte <Zeitpunkt> / offene Stellen <Zeitpunkt>  x 100,"Anteil des Bedarfs an den Stellenneubesetzungen mit dem Anforderungsprofil Experte gegenüber dem Bedarf anderer Anforderungsniveaus. In der Stellenstatistik werden Daten und Strukturen zum gemeldeten Angebot an Arbeitsstellen erhoben und veröffentlicht. Die statistischen Daten werden als Sekundärstatistik aus Verwaltungsprozessdaten gewonnen. Es handelt sich um eine Vollerhebung auf Basis der Daten der bei den regionalen Arbeitsagenturen und den Trägern der Grundsicherung für Arbeitsuchende (Jobcenter) von den Arbeitgebern zur Vermittlung gemeldeter Stellen. Bei den Daten handelt es sich um Jahresdurchschnittswerte. Der Indikator gibt somit den kurzfristigen relativen Bedarf an Experten wieder. Das Anforderungsniveau wird seit 2010 nach Klassifikation der Berufe gruppiert. Experte führen hoch komplexe Tätigkeiten aus. Sie besitzen ein sehr hohes Kenntnis- und Fertigkeitsniveau, übernehmen Leitungs- und Führungsaufgaben. Voraussetzung sind eine mindestens vierjährige Hochschulausbildung oder entsprechende Berufserfahrung. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,x,,2008-2020
1213,16267,Offene Stellen mit Anforderungsniveau Spezialist,Anteil der offenen Stellen mit Anforderungsniveau Spezialist an den offenen Stellen in % ,Offene Stellen Anforderungsniveau Spezialist <Zeitpunkt> / offene Stellen <Zeitpunkt>  x 100,"Anteil des Bedarfs an den Stellenneubesetzungen mit dem Anforderungsprofil Spezialist gegenüber dem Bedarf anderer Anforderungsniveaus. In der Stellenstatistik werden Daten und Strukturen zum gemeldeten Angebot an Arbeitsstellen erhoben und veröffentlicht. Die statistischen Daten werden als Sekundärstatistik aus Verwaltungsprozessdaten gewonnen. Es handelt sich um eine Vollerhebung auf Basis der Daten der bei den regionalen Arbeitsagenturen und den Trägern der Grundsicherung für Arbeitsuchende (Jobcenter) von den Arbeitgebern zur Vermittlung gemeldeter Stellen. Bei den Daten handelt es sich um Jahresdurchschnittswerte. Der Indikator gibt somit den kurzfristigen relativen Bedarf an Spezialisten wieder. Das Anforderungsniveau wird seit 2010 nach Klassifikation der Berufe gruppiert. Spezialisten führen komplexe Spezialistentätigkeiten aus. Sie verfügen über Spezialkenntnisse und -Fertigkeiten und führen gehobene Fach- und Führungsaufgaben durch. Voraussetzungen sind Meister- oder Technikerausbildung oder ein gleichwertiger Fachschul- oder Hochschulabschluss. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,x,,2008-2020
1214,16268,Offene Stellen mit Anforderungsniveau Fachkraft,Anteil der offenen Stellen mit Anforderungsniveau Fachkraft an den offenen Stellen in % ,Offene Stellen Anforderungsniveau Fachkraft <Zeitpunkt> / offene Stellen <Zeitpunkt>  x 100,"Anteil des Bedarfs an den Stellenneubesetzungen mit dem Anforderungsprofil Fachkraft gegenüber dem Bedarf anderer Anforderungsniveaus. In der Stellenstatistik werden Daten und Strukturen zum gemeldeten Angebot an Arbeitsstellen erhoben und veröffentlicht. Die statistischen Daten werden als Sekundärstatistik aus Verwaltungsprozessdaten gewonnen. Es handelt sich um eine Vollerhebung auf Basis der Daten der bei den regionalen Arbeitsagenturen und den Trägern der Grundsicherung für Arbeitsuchende (Jobcenter) von den Arbeitgebern zur Vermittlung gemeldeter Stellen. Bei den Daten handelt es sich um Jahresdurchschnittswerte. Der Indikator gibt somit den kurzfristigen relativen Bedarf an Fachkräften wieder. Das Anforderungsniveau wird seit 2010 nach Klassifikation der Berufe gruppiert. Fachkräfte führen fachlich ausgerichtete Tätigkeiten aus. Sie besitzen fundierte Fachkenntnisse und Fertigkeiten!. Voraussetzung sind ein Abschluss einer mindestens zweijährigen Berufsausbildung oder vergleichbare Qualifikationen. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist.  Und Fertigkeiten!. Abschluss einer mindestens zweijährigen Berufsausbildung oder vergleichbare Qualifikation. Summe der Anteile ergibt <100%, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,x,,2008-2020
1215,16269,Offene Stellen mit Anforderungsniveau Helfer,Anteil der offenen Stellen mit Anforderungsniveau Helfer an den offenen Stellen in % ,Offene Stellen  Anforderungsniveau Helfer <Zeitpunkt> / offene Stellen <Zeitpunkt>  x 100,"Anteil des Bedarfs an den Stellenneubesetzungen mit dem Anforderungsprofil Helfer gegenüber dem Bedarf anderer Anforderungsniveaus. In der Stellenstatistik werden Daten und Strukturen zum gemeldeten Angebot an Arbeitsstellen erhoben und veröffentlicht. Die statistischen Daten werden als Sekundärstatistik aus Verwaltungsprozessdaten gewonnen. Es handelt sich um eine Vollerhebung auf Basis der Daten der bei den regionalen Arbeitsagenturen und den Trägern der Grundsicherung für Arbeitsuchende (Jobcenter) von den Arbeitgebern zur Vermittlung gemeldeter Stellen. Bei den Daten handelt es sich um Jahresdurchschnittswerte. Der Indikator gibt somit den kurzfristigen relativen Bedarf an Hilfskräften wieder. Das Anforderungsniveau wird seit 2010 nach Klassifikation der Berufe gruppiert. Helfer führen Helfer- und Anlerntätigkeiten aus, wozu einfache, wenig komplexe (Routine-)Tätigkeiten zählen. Hierfür ist kein formaler beruflicher Bildungsabschluss notwendig oder eine einjährige (geregelte) Berufsausbildung nachzuweisen. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,x,,2008-2020
,,Arbeitslosigkeit - Altersgruppen,,,,,,,,
1301,16386,Arbeitslosenquote Ältere,Anteil der Arbeitslosen 55 Jahre und älter an den zivilen Erwerbspersonen 55 Jahre und älter in %,Arbeitslose >= 55 Jahre / zivile Erwerbspersonen >= 55 Jahre x 100,"Die Arbeitslosenquote der 55-Jährigen und älter zeigt die relative Unterauslastung des Arbeitskräfteangebots von Erwerbstätigen ab 55 Jahren an. Die Arbeitslosenquote Älterer ist seit mehreren Jahren rückläufig, da im Zuge des demografischen Wandels und des Fachkräftemangels sich die Arbeitsmarktlage für ältere Erwerbstätige gebessert hat. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden die zivilen Erwerbspersonen von 55 bis unter 65 Jahren als Bezugsgröße gewählt. Zivile Erwerbspersonen 55 bis unter 65 Jahre umfassen die zivilen Erwerbstätigen 55 bis unter 65 Jahre und Arbeitslose 55 bis unter 65 Jahre. Daten zu den zivilen Erwerbspersonen nach Altersgruppen werden seitens der BA erst ab 2008 zur Verfügung gestellt.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,x,,2008-2020
1302,15506,Arbeitslosenquote Jüngere,Anteil der Arbeitslosen unter 25 Jahren an den zivilen Erwerbspersonen unter 25 Jahre in %,Arbeitslose < 25 Jahre / zivile Erwerbspersonen < 25 Jahre x 100,Die Arbeitslosenquote der unter 25-Jährigen zeigt die relative Unterauslastung des Arbeitskräfteangebots von Erwerbstätigen unter 25 Jahren an. Arbeitslosigkeit beginnt frühestens mit Vollendung des 15. Lebensjahres. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden die zivilen Erwerbspersonen von 15 bis unter 25 Jahren als Bezugsgröße gewählt. Zivile Erwerbspersonen unter 25 Jahren umfassen die zivilen Erwerbstätigen 15 bis unter 25 Jahren und Arbeitslose 15 bis unter 25 Jahre. Daten zu den zivilen Erwerbspersonen nach Altersgruppen werden seitens der BA erst ab 2008 zur Verfügung gestellt. ,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,x,,2008-2020
1303,16326,Anteil ältere Arbeitslose,Anteil der Arbeitslosen 55 Jahre und älter an den Arbeitslosen in %,Arbeitslose >=55 Jahre / Arbeitslose x 100,"Anteil der von Arbeitslosigkeit betroffenen 55-Jährigen und älter gegenüber anderen Altersgruppen. Der Anteil gibt an, wie schwer die Rückkehr für die älteren Erwerbstätigen in den ersten Arbeitsmarkt kurzfristig ist. Ältere sind stärker als der Durchschnitt von Arbeitslosigkeit betroffen. Ältere Arbeitslose finden seltener in den ersten Arbeitsmarkt zurück und sind daher überproportional Langzeit arbeitslos. Regionale Unterschiede lassen sich u.a. auch auf die demografische Zusammensetzung der Bevölkerung, die Erwerbsbeteiligung Älterer, Vorstandsruheregelungen der regionalen Branchen und ihre Inanspruchnahme erklären.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),x,,1998-2020,1998-2020
1304,16347,Anteil weibliche ältere Arbeitslose,Anteil der weiblichen Arbeitslosen 55 Jahre und älter an den weiblichen Arbeitslosen in %,Weibliche Arbeitslose>= 55 Jahre / weibliche Arbeitslose x 100,"Anteil der von Arbeitslosigkeit betroffenen älteren Frauen gegenüber den Frauen anderer Altersgruppen. Der Anteil gibt an, ob die Rückkehr in den ersten Arbeitsmarkt kurzfristig für ältere weibliche Erwerbstätige schwieriger ist als für weibliche Erwerbstätige unter 55 Jahren. Der Anteil ist nicht nur vom Arbeitsmarkt abhängig, sondern auch davon, wie viele ältere Frauen noch erwerbstätig sind und wie sich die Erwerbsbeteiligung der Frauen über die Generationen verändert.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),x,,1998-2020,1998-2020
1305,16367,Anteil männliche ältere Arbeitslose,Anteil der männlichen Arbeitslosen 55 Jahre und älter an den männlichen Arbeitslosen in %,Männliche Arbeitslose >= 55 Jahre / männliche Arbeitslose x 100,"Anteil der von Arbeitslosigkeit betroffenen älteren Männer gegenüber den Männern anderer Altersgruppen. Der Anteil gibt an, ob die Rückkehr in den ersten Arbeitsmarkt kurzfristig für ältere männliche Erwerbstätige schwieriger ist als für männliche Erwerbstätige unter 55 Jahren. Der Anteil ist nicht nur vom Arbeitsmarkt abhängig, sondern auch davon, wie viele ältere Männer noch erwerbstätig sind.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),x,,1998-2020,1998-2020
1306,15127,Anteil jüngere Arbeitslose,Anteil der Arbeitslosen unter 25 Jahren an den Arbeitslosen in %,Arbeitslose < 25 Jahre / Arbeitslose x 100,"Anteil der von Arbeitslosigkeit betroffenen unter 25-Jährigen gegenüber anderen Altersgruppen. Arbeitslosigkeit beginnt frühestens mit Vollendung des 15. Lebensjahres. Der Anteil gibt an, wie schwer der Berufseintritt für die jüngeren Erwerbstätigen kurzfristig ist. Regionale Unterschiede lassen sich u.a. auch auf die Anteile an Quoten junger Menschen ohne hinreichende Schul- und Berufsausbildung erklären. ",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),x,,1998-2020,1995-2020
1307,16286,Anteil weibliche jüngere Arbeitslose,Anteil der weiblichen Arbeitslosen unter 25 Jahren an den weiblichen Arbeitslosen in %,Weibliche Arbeitslose < 25 Jahre / weibliche  Arbeitslose  x 100,"Anteil der von Arbeitslosigkeit betroffenen jüngeren Frauen gegenüber den Frauen anderer Altersgruppen. Der Anteil gibt an, ob der Berufseintritt kurzfristig für jüngere weibliche Erwerbstätige schwieriger ist als für weibliche Erwerbstätige 25 Jahre und älter. Der Anteil ist nicht nur vom Arbeitsmarkt abhängig, sondern auch davon, wie viele jüngere Frauen sich noch in schulischer oder beruflicher Ausbildung befinden und wie sich die Erwerbsbeteiligung der Frauen über die Generationen verändert.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),x,,1998-2020,1998-2020
1308,16288,Anteil männliche jüngere Arbeitslose,Anteil der männlichen Arbeitslosen unter 25 Jahren an den männlichen Arbeitslosen in %,Männliche Arbeitslose < 25 Jahre / männliche Arbeitslose  x 100,"Anteil der von Arbeitslosigkeit betroffenen jüngeren Männer gegenüber den Männern anderer Altersgruppen. Der Anteil gibt an, ob der Berufseintritt kurzfristig für jüngere männliche Erwerbstätige schwieriger ist als für männliche Erwerbstätige 25 Jahre und älter. Der Anteil ist nicht nur vom Arbeitsmarkt abhängig, sondern auch davon, wie viele jüngere Männer sich noch in schulischer oder beruflicher Ausbildung befinden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),x,,1998-2020,1998-2020
1309,16346,Ältere Arbeitslose,Anteil der Arbeitslosen 55 Jahre und älter an Einwohnern von 55 bis unter 65 Jahren in %,Arbeitslose >=55 Jahre / Einwohner 55  bis <65 Jahre x 100,"Betroffenheit älterer Menschen von Arbeitslosigkeit. Die Quote ist nicht nur vom Arbeitsmarkt abhängig, sondern auch davon, wie viele ältere Menschen noch erwerbstätig sind. Trotz des sukzessiven Anstiegs des gesetzlichen Renteneintrittsalters wird die Quote für zeitliche Vergleichbarkeit auf die Altersgruppe bis unter 65 Jahre bezogen. Bei der Bezugsgröße der 55- bis unter 65-Jährigen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei den Arbeitslosen handelt es sich um Jahresdurchschnitte, bei der Bevölkerung um Zahlen zum Stichtag 31.12. des Jahres. ",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),x,,2001-2020,1998-2020
1310,16348,Weibliche ältere Arbeitslose,Anteil der weiblichen Arbeitslosen 55 Jahre und älter an weiblichen Einwohnern von 55 bis unter 65 Jahren in %,Weibliche Arbeitslose >= 55 Jahre / weibliche Einwohner 55  bis < 65 Jahre x 100,"Betroffenheit älterer Frauen von Arbeitslosigkeit. Die Quote ist nicht nur vom Arbeitsmarkt abhängig, sondern auch davon, wie viele ältere Frauen noch erwerbstätig sind. Trotz des sukzessiven Anstiegs des gesetzlichen Renteneintrittsalters wird die Quote für zeitliche Vergleichbarkeit auf die Altersgruppe bis unter 65 Jahre bezogen. Bei der Bezugsgröße der 55- bis unter 65-jährigen Frauen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei den Arbeitslosen handelt es sich um Jahresdurchschnitte, bei der Bevölkerung um Zahlen zum Stichtag 31.12. des Jahres.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),x,,2001-2020,1998-2020
1311,16368,Männliche ältere Arbeitslose,Anteil der männlichen Arbeitslosen 55 Jahre und älter an männlichen Einwohnern von 55 bis unter 65 Jahren in %,Männliche Arbeitslose >= 55 Jahre / männliche Einwohner 55 bis < 65 Jahre x 100,"Betroffenheit älterer Männer von Arbeitslosigkeit. Die Quote ist nicht nur vom Arbeitsmarkt abhängig, sondern auch davon, wie viele ältere Männer noch erwerbstätig sind. Trotz des sukzessiven Anstiegs des gesetzlichen Renteneintrittsalters wird die Quote für zeitliche Vergleichbarkeit auf die Altersgruppe bis unter 65 Jahre bezogen. Bei der Bezugsgröße der 55- bis unter 65-jährigen Männer ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei den Arbeitslosen handelt es sich um Jahresdurchschnitte, bei der Bevölkerung um Zahlen zum Stichtag 31.12. des Jahres.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),x,,2001-2020,1998-2020
1312,16271,Jüngere Arbeitslose,Anteil der Arbeitslosen unter 25 Jahren an Einwohnern von 15 bis unter 25 Jahren in %,Arbeitslose < 25 Jahre / Einwohner 15 bis < 25 Jahre x 100,"Betroffenheit junger Menschen von Arbeitslosigkeit. Arbeitslosigkeit beginnt frühestens mit Vollendung des 15. Lebensjahres. Die Quote ist nicht nur vom Arbeitsmarkt abhängig, sondern auch davon, wie viele junge Menschen sich noch in der schulischen oder beruflichen Ausbildung befinden. Bei der Bezugsgröße der 15- bis unter 25-Jährigen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei den Arbeitslosen handelt es sich um Jahresdurchschnitte, bei der Bevölkerung um Zahlen zum Stichtag 31.12. des Jahres.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),x,,2001-2020,1995-2020
