,category_de,name_de,algorithmus,description,statistical_basis,category_nl,name_nl,algorithmus_nl,description_nl,statistical_basis_nl
277,Privateinkommen und private Schulden,Arbeitsvolumen,geleistete Arbeitsstunden (Jahreswert) der Arbeitnehmer <Zeitpunkt> / Arbeitnehmer <Zeitpunkt>,"Das Arbeitsvolumen umfasst die tatsächlich geleistete Arbeitszeit aller Erwerbstätigen, die als Arbeitnehmer (Arbeiter, Angestellte, Beamte, Richter, marginal Beschäftigte, Soldaten) oder als Selbstständige beziehungsweise als mithelfende Familienangehörige eine auf wirtschaftlichen Erwerb gerichtete Tätigkeit ausüben. Hierzu zählen auch die geleisteten Arbeitsstunden von Personen mit mehreren gleichzeitigen Beschäftigungsverhältnissen. Nicht zum Arbeitsvolumen gehören hingegen die bezahlten, aber nicht geleisteten Arbeitsstunden, beispielsweise Jahresurlaub, Elternzeit, Feiertage, Kurzarbeit oder krankheitsbedingte Abwesenheit. Ebenfalls unberücksichtigt bleiben die nicht bezahlten Pausen für das Einnehmen von Mahlzeiten sowie die Zeit für die Fahrten zwischen Wohnung und Arbeitsplatz. Das Arbeitsvolumen umfasst somit die Gesamtzahl der während des Berichtszeitraums am jeweiligen Arbeitsort von Arbeitnehmern und Selbstständigen innerhalb einer Region tatsächlich geleisteten Arbeitsstunden. Es berücksichtigt weder Intensität noch Qualität der geleisteten Arbeit. Das Arbeitsvolumen ergibt sich als Produkt aus Erwerbstätigenzahl und Arbeitszeit je Erwerbstätigen. Standard-Arbeitsvolumen: Anders als bei den Ergebnissen der regionalen Arbeitsvolumenrechnungen für die Länder werden die Ergebnisse für die kreisfreien Städte und Landkreise als Standard-Arbeitsvolumen bezeichnet. Damit soll dem Umstand Rechnung getragen werden, dass mangels statistischer Ausgangsdaten unternehmensspezifische Sonderregelungen zu den tariflichen Arbeitszeiten in den Berechnungen nicht berücksichtigt werden.",Volkswirtschaftliche Gesamtrechnung der Länder,Privé-inkomen en particuliere schuld,Werkvolume,gewerkte uren (jaarwaarde) van de werknemer <tijdpunt> / werknemer <tijdpunt>,"Het werkvolume omvat de werkelijk gewerkte arbeidstijd van alle werknemers (arbeiders, werknemers, ambtenaren, rechters, marginale werknemers, soldaten) of als zelfstandigen of meewerkende gezinsleden, met inbegrip van het aantal gewerkte uren van personen met meerdere gelijktijdige arbeidsbetrekkingen, maar omvat niet het aantal gewerkte uren, zoals jaarlijkse vakanties, ouderschapsverlof, feestdagen, korte arbeid of ziekteverzuim. Ook wordt geen rekening gehouden met de niet-betaalde pauzes voor maaltijden en de tijd die nodig is om tussen de woning en het werk te reizen. Het totale aantal gewerkte uren omvat dus het totale aantal gewerkte uren dat tijdens de verslagperiode daadwerkelijk is gewerkt op de werkplek van werknemers en zelfstandigen in een regio. Er wordt geen rekening gehouden met de intensiteit of de kwaliteit van het verrichte werk. Het werkvolume is het resultaat van het aantal werknemers en het aantal gewerkte uren per werknemer. Standaardwerkvolume: in tegenstelling tot de resultaten van de regionale arbeidsvolumes voor de landen worden de resultaten van de rondvrije steden en plattelandsgebieden niet als standaardarbeidsvolume beschouwd.",Nationale rekeningen van de landen
278,Privateinkommen und private Schulden,Bruttoverdienst,Bruttolohn und -gehalt von Arbeitnehmern <Zeitpunkt> / Arbeitnehmer <Zeitpunkt> / 12,"Indikator über die durchschnittlichen monatlichen Bruttoverdienste aller Arbeitnehmer. Arbeitnehmer = sozialversicherungspflichtig Beschäftigte + Beamte/Richter/Soldaten. Nicht dazu gehören Selbständige, mithelfende Familienangehörige sowie Personen die einen freien Beruf ausüben. Die Bruttolöhne und -gehälter (Verdienste) enthalten die von den im Inland ansässigen Wirtschaftseinheiten (Betrieben) geleisteten Löhne und Gehälter der beschäftigten Arbeitnehmer vor Abzug der Lohnsteuer und der Sozialbeiträge der Arbeitnehmer (nicht Sozialbeiträge der Arbeitgeber) sowie Sachleistungen, die den Arbeitnehmern unentgeltlich oder verbilligt zur Verfügung gestellt werden.",Volkswirtschaftliche Gesamtrechnung der Länder,Privé-inkomen en particuliere schuld,Bruto-inkomen,Brutoloon en -salaris van werknemers < tijdpunt> / werknemer < tijdpunt> / 12,"Indicator over de gemiddelde bruto maandlonen van alle werknemers. Werknemers = werknemers die een sociale verzekering verschuldigd zijn + ambtenaren/rechters/soldaten. Niet inbegrepen zijn zelfstandigen, meewerkende gezinsleden en personen die een vrij beroep uitoefenen. De brutolonen (diensten) omvatten de lonen en salarissen die door de in het binnenland gevestigde economische eenheden (bedrijven) van de werknemers worden betaald vóór aftrek van de loonbelasting en de sociale premies van de werknemers (niet de sociale premies van de werkgevers) en de verstrekkingen die gratis of tegen verlaagde prijs aan de werknemers ter beschikking worden gesteld.",Nationale rekeningen van de landen
279,Privateinkommen und private Schulden,Bruttoverdienst im Produzierenden Gewerbe,Bruttolohn und -gehalt Arbeitnehmer WZ B-F <Zeitpunkt> / Arbeitnehmer WZ B-F <Zeitpunkt> / 12,"Indikator über die durchschnittlichen monatlichen Bruttoverdienste von Arbeitnehmern im produzierenden Gewerbe. Arbeitnehmer = sozialversicherungspflichtig Beschäftigte + Beamte/Richter/Soldaten. Nicht dazu gehören Selbständige, mithelfende Familienangehörige sowie Personen die einen freien Beruf ausüben. Die Bruttolöhne und -gehälter (Verdienste) enthalten die von den im Inland ansässigen Wirtschaftseinheiten (Betrieben) geleisteten Löhne und Gehälter der beschäftigten Arbeitnehmer vor Abzug der Lohnsteuer und der Sozialbeiträge der Arbeitnehmer (nicht Sozialbeiträge der Arbeitgeber) sowie Sachleistungen, die den Arbeitnehmern unentgeltlich oder verbilligt zur Verfügung gestellt werden.",Volkswirtschaftliche Gesamtrechnung der Länder,Privé-inkomen en particuliere schuld,Bruto-inkomen in de productiesector,Brutoloon Werknemers WZ B-F <Tijdpunt> / Werknemer WZ B-F <Tijdpunt> / 12,"Indicator over de gemiddelde bruto maandlonen van werknemers in de productiesector. Werknemers = werknemers in de sociale zekerheid + ambtenaren/rechters/soldaten. Niet inbegrepen zijn zelfstandigen, medewerkende gezinsleden en personen die een vrij beroep uitoefenen. De brutolonen (diensten) omvatten de lonen en salarissen die door de in het binnenland gevestigde economische eenheden (bedrijven) van de werknemers worden betaald vóór aftrek van de loonbelasting en de sociale premies van de werknemers (niet de sociale premies van de werkgevers) en in natura die gratis of tegen verlaagde prijs aan de werknemers ter beschikking worden gesteld.",Nationale rekeningen van de landen
280,Privateinkommen und private Schulden,Kaufkraft,Kaufkraft <Zeitpunkt> / E <Zeitpunkt>,"Die Kaufkraft beschreibt das verfügbare Einkommen der Wohnbevölkerung. Basis ist die Erfassung des Nettoeinkommens der privaten Haushalte. Neben dem Erwerbseinkommen zählen dazu bspw. auch Renten, Arbeitslosengeld, Transferleistungen (Hartz IV, Arbeitslosengeld), Kindergeld, Einkommen aus Vermietung und Verpachtung oder Kapitaleinkünfte. Gesetzliche Sozialbeiträge und bezahlte Steuern zählen nicht hierunter. Die Kaufkraft wird am Wohnort erfasst und sagt somit nicht aus, wo das verfügbare Geld ausgegeben wird. Da die Kaufkraft nicht von der amtlichen Statistik von Bund und Ländern erfasst wird, muss hierzu auf private Anbieter mit individuellen Berechnungs- bzw. Schätzmethoden zurückgegriffen werden. Zeitvergleiche sind daher immer potenziellen Änderungen in der Berechnungsmethode unterworfen.",Nexiga GmbH Marktdaten,Privé-inkomen en particuliere schuld,Koopkracht,Koopkracht <Tijdpunt> / E <Tijdpunt>,"De koopkracht beschrijft het beschikbare inkomen van de woonbevolking. De basis is de registratie van het netto-inkomen van de huishoudens. Naast het inkomen uit arbeid omvat dit ook pensioenen, werkloosheidsuitkeringen, transfers (hardz IV, werkloosheidsuitkering), kinderbijslagen, inkomsten uit verhuur en verhuur of kapitaalinkomsten. Wettelijke sociale premies en betaalde belastingen zijn hier niet inbegrepen. De koopkracht wordt in de woonplaats geregistreerd en geeft dus niet aan waar het beschikbare geld wordt uitgegeven. Aangezien de koopkracht niet onder de officiële statistieken van de overheid en de deelstaten valt, moet hiervoor gebruik worden gemaakt van particuliere aanbieders met individuele berekenings- of schattingsmethoden. Tijdsvergelijkingen zijn daarom altijd onderhevig aan mogelijke wijzigingen in de berekeningsmethode.",Nexiga GmbH Marktgegevens
281,Privateinkommen und private Schulden,Haushalte mit niedrigem Einkommen,( Haushalte mit Nettoeinkommen unter 900 Euro <Zeitpunkt> +Haushalte mit Nettoeinkommen 900 bis unter 1.500 Euro <Zeitpunkt> ) / Anzahl Haushalte <Zeitpunkt> x100,,Nexiga GmbH Marktdaten,Privé-inkomen en particuliere schuld,huishoudens met een laag inkomen,(huishoudens met netto-inkomen lager dan 900 euro < tijdpunt> + huishoudens met netto-inkomen 900 tot minder dan 1500 euro < tijdpunt>) / aantal huishoudens < tijdpunt> x100,,Nexiga GmbH Marktgegevens
282,Privateinkommen und private Schulden,Haushalte mit mittlerem Einkommen,( Haushalte mit Nettoeinkommen 1.500 bis unter 2.600 Euro <Zeitpunkt> +Haushalte mit Nettoeinkommen 2.600 bis unter 3.600 Euro <Zeitpunkt> ) / Anzahl Haushalte <Zeitpunkt>  x100,,Nexiga GmbH Marktdaten,Privé-inkomen en particuliere schuld,huishoudens met middelgroot inkomen,(huishoudens met netto-inkomen van 1.500 tot minder dan 2.600 euro < tijdpunt> + huishoudens met netto-inkomen van 2.600 tot minder dan 3.600 euro < tijdpunt>) / aantal huishoudens van < tijdpunt> x100,,Nexiga GmbH Marktgegevens
283,Privateinkommen und private Schulden,Haushalte mit hohem Einkommen,( Haushalte mit Nettoeinkommen 3.600 bis unter 5.000 Euro <Zeitpunkt> +Haushalte mit Nettoeinkommen über  5.000 Euro <Zeitpunkt> ) / Anzahl Haushalte <Zeitpunkt> x100,,Nexiga GmbH Marktdaten,Privé-inkomen en particuliere schuld,Gezinnen met een hoog inkomen,(huishoudens met een netto-inkomen van 3600 tot minder dan 5.000 euro < tijdpunt> + huishoudens met een netto-inkomen van meer dan 5.000 euro < tijdpunt>) / aantal huishoudens < tijdpunt> x100,,Nexiga GmbH Marktgegevens
284,Raumwirksame Mittel,Städtebauförderung (kurzfristig),Finanzhilfen Städtebauförderung <Summe der Jahre> / E <Zeitpunkt>,"Vorgesehene Bundesfinanzhilfen Städtebauförderung. Finanzhilfen Städtebauförderung. Enthält die Programmbereiche Sanierung und Entwicklung, Städtebaulicher Denkmalschutz, Soziale Stadt, Stadtumbau, Aktive Stadt- und Ortsteilzentren, Kleinere Städte und Gemeinden, Zukunft Stadtgrün. Es handelt sich um die Summe der Mittel über die letzten 5 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Ruimtelijke middelen,Stedelijke ontwikkeling (korte termijn),Subsidies voor stadsontwikkeling <Totale jaren> / E <Tijdpunt>,"In het kader van de programma's voor herstel en ontwikkeling, stadsontwikkeling, sociale stad, stadsvernieuwing, actieve stads- en stadswijken, kleinere steden en gemeenten, toekomstige stadgroen. Het gaat om de som van de middelen over de afgelopen 5 jaar.",BBR-databank Ruimtelijke middelen
285,Raumwirksame Mittel,"GRW, Bereich Förderung der gewerblichen Wirtschaft (langfristig)","Bewilligte Zuschüsse einschließlich Kofinanzierung Gemeinschaftsaufgabe „Verbesserung der regionalen Wirtschaftsstruktur – einzelbetrieblich"" <Summe der Jahre> / E <Zeitpunkt>",Bewilligte Zuschüsse einschließlich Kofinanzierung für einzelbetriebliche Maßnahmen im Rahmen der Gemeinschaftsaufgabe 'Verbesserung der regionalen Wirtschaftsstruktur'. Enthält neben dem Bundes- auch den Landes- und den EFRE-Anteil (EFRE = EU-Struktur-Förderung). Es handelt sich um die Summe der Mittel über die letzten 10 Jahre.,BBSR-Datenbank Raumwirksame Mittel,Ruimtelijke middelen,"GRW, sector bevordering van de industrie (lange termijn)","Toegekende subsidies, met inbegrip van medefinanciering van de gemeenschappelijke taak ""Verbetering van de regionale economische structuur ""Afzonderlijk"" <Totale jaren> / E <Tijdpunt>","Toegekende subsidies, met inbegrip van medefinanciering voor individuele acties in het kader van de communautaire taak ""Verbetering van de regionale economische structuur."" Bevat naast het federale en het EFRO-aandeel (EFRO = structuursteun van de EU). Het betreft de som van de middelen over de afgelopen tien jaar.",BBR-databank Ruimtelijke middelen
286,Raumwirksame Mittel,"GRW, Bereich Förderung wirtschaftsnaher Infrastruktur (langfristig)","Bewilligte Zuschüsse einschließlich Kofinanzierung Gemeinschaftsaufgabe „Verbesserung der regionalen Wirtschaftsstruktur – Infrastruktur"" <Summe der Jahre> / E <Zeitpunkt>",Bewilligte Zuschüsse einschließlich Kofinanzierung für Infrastrukturmaßnahmen im Rahmen der Gemeinschaftsaufgabe 'Verbesserung der regionalen Wirtschaftsstruktur'. Enthält neben dem Bundes- auch den Landes- und den EFRE-Anteil (= EU-Struktur-Förderung). Es handelt sich um die Summe der Mittel über die letzten 10 Jahre.,BBSR-Datenbank Raumwirksame Mittel,Ruimtelijke middelen,GRW - Bevordering van economische infrastructuur (lange termijn),"Toegekende subsidies, met inbegrip van medefinanciering Gemeenschapstaak ""Verbetering van de regionale economische structuur ""Infrastructuur"" <Totale jaren> / E <Tijdpunt>","Toegekende subsidies, met inbegrip van medefinanciering voor infrastructuurmaatregelen in het kader van de gemeenschappelijke taak ""Verbetering van de regionale economische structuur."" Bevat naast het federale aandeel ook het aandeel van de deelstaat en het EFRO (= EU-structuursteun). Het betreft de som van de middelen over de afgelopen tien jaar.",BBR-databank Ruimtelijke middelen
287,Raumwirksame Mittel,Hochschulförderung (langfristig),Forschungsbauten und Großgeräteförderung (Ist-Ausgaben) + Bewilligungen Bund-Länder Hochschulpakt und Exzellenzinitiative <Summe der Jahre> / E <Zeitpunkt>,"Ist-Ausgaben Bund im Rahmen des Zusammenwirkens von Bund und Ländern bei Forschungsbauten und Großgeräten an Hochschulen nach Art. 91 GG, Exzellenzinitiative sowie Hochschulpakt (Bereiche Programmpauschalen und Qualitätspakt Lehre). Es handelt sich um die Summe der Mittel über die letzten 10 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Ruimtelijke middelen,Bevordering van het hoger onderwijs (lange termijn),Onderzoeksgebouwen en grote apparatuurpromotie (Ist-uitgaven) + subsidies Bund-landen Hooglerarenpact en initiatief van excellentie <som van jaren> / E <Tijdpunt>,"In het kader van de samenwerking tussen de Bond en de landen bij onderzoeksgebouwen en grote apparatuur aan universiteiten in de zin van artikel 91 GG, initiatief van topkwaliteit en universiteitspact (sectoren programmaschalen en kwaliteitspact onderwijs). Het gaat om de som van de middelen over de afgelopen 10 jaar.",BBR-databank Ruimtelijke middelen
288,Raumwirksame Mittel,Arbeitsmarktpolitische Hilfen der BA für Arbeit (langfristig),"Ausgaben für Eingliederungstitel der BA, weitere/sonstige Leistungen der aktiven Arbeitsförderung sowie für Leistungen zum Ersatz des Arbeitsentgelts <Summe der Jahre> / E <Zeitpunkt>","Ausgaben für Eingliederungstitel der BA für Arbeit, weitere/sonstige Leistungen der aktiven Arbeitsförderung sowie für Leistungen zum Ersatz des Arbeitsentgelts. Wegen Neuzuschnitt der AA-Bezirke ohne Zuschüsse im Jahr 2012. Es handelt sich um die Summe der Mittel über die letzten 10 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Ruimtelijke middelen,Steun voor het arbeidsmarktbeleid van de BA voor arbeid (lange termijn),"Uitgaven in verband met de titels van de BA, andere/andere uitkeringen in verband met de actieve bevordering van de werkgelegenheid en vergoedingen ter vervanging van het loon <som van de jaren> / E <tijdpunt>",Dit krediet dient ter dekking van de uitgaven in verband met:,BBR-databank Ruimtelijke middelen
